position COMBINED_rate(cM/Mb) Genetic_Map(cM)
7628 0 7628
7630 0 7630
7632 0 7632
7633 0 7633
7637 0 7637
7642 0 7642
7643 0 7643
7645 0 7645
7646 0 7646
7647 0 7647
7648 0 7648
7649 0 7649
7650 0 7650
7657 0 7657
7660 0 7660
7661 0 7661
7663 0 7663
7664 0 7664
7665 0 7665
7666 0 7666
7669 0 7669
7670 0 7670
7672 0 7672
7673 0 7673
7674 0 7674
7675 0 7675
7676 0 7676
7677 0 7677
7678 0 7678
7679 0 7679
7680 0 7680
7681 0 7681
7682 0 7682
7684 0 7684
7685 0 7685
7686 0 7686
7687 0 7687
7689 0 7689
7690 0 7690
7691 0 7691
7692 0 7692
7693 0 7693
7694 0 7694
7696 0 7696
7697 0 7697
7698 0 7698
7699 0 7699
7700 0 7700
7701 0 7701
7702 0 7702
7703 0 7703
7705 0 7705
7706 0 7706
7708 0 7708
7709 0 7709
7711 0 7711
7712 0 7712
7713 0 7713
7714 0 7714
7715 0 7715
7717 0 7717
7718 0 7718
7720 0 7720
7721 0 7721
7723 0 7723
7724 0 7724
7726 0 7726
7727 0 7727
7729 0 7729
7732 0 7732
7733 0 7733
7735 0 7735
7737 0 7737
7738 0 7738
7739 0 7739
7740 0 7740
7741 0 7741
7744 0 7744
7746 0 7746
7747 0 7747
7748 0 7748
7749 0 7749
7750 0 7750
7751 0 7751
7753 0 7753
7754 0 7754
7755 0 7755
7756 0 7756
7757 0 7757
7759 0 7759
7761 0 7761
7762 0 7762
7763 0 7763
7764 0 7764
7765 0 7765
7766 0 7766
7768 0 7768
7769 0 7769
7771 0 7771
7772 0 7772
7773 0 7773
7774 0 7774
7775 0 7775
7777 0 7777
7780 0 7780
7783 0 7783
7784 0 7784
7785 0 7785
7786 0 7786
7787 0 7787
7788 0 7788
7789 0 7789
7792 0 7792
7793 0 7793
7794 0 7794
7795 0 7795
7796 0 7796
7797 0 7797
7798 0 7798
7801 0 7801
7802 0 7802
7804 0 7804
7805 0 7805
7807 0 7807
7808 0 7808
7810 0 7810
7811 0 7811
7812 0 7812
7813 0 7813
7814 0 7814
7816 0 7816
7819 0 7819
7822 0 7822
7823 0 7823
7824 0 7824
7825 0 7825
7826 0 7826
7828 0 7828
7829 0 7829
7830 0 7830
7831 0 7831
7832 0 7832
7833 0 7833
7834 0 7834
7835 0 7835
7836 0 7836
7837 0 7837
7838 0 7838
7839 0 7839
7840 0 7840
7841 0 7841
7843 0 7843
7844 0 7844
7846 0 7846
7849 0 7849
7850 0 7850
7852 0 7852
7853 0 7853
7854 0 7854
7855 0 7855
7856 0 7856
7858 0 7858
7859 0 7859
7861 0 7861
7864 0 7864
7867 0 7867
7868 0 7868
7870 0 7870
7873 0 7873
7874 0 7874
7876 0 7876
7879 0 7879
7883 0 7883
7885 0 7885
7887 0 7887
7888 0 7888
7891 0 7891
7894 0 7894
7897 0 7897
7903 0 7903
7904 0 7904
7906 0 7906
7909 0 7909
7912 0 7912
7915 0 7915
7918 0 7918
7920 0 7920
7921 0 7921
7922 0 7922
7924 0 7924
7925 0 7925
7927 0 7927
7929 0 7929
7930 0 7930
7931 0 7931
7933 0 7933
7934 0 7934
7935 0 7935
7937 0 7937
7939 0 7939
7940 0 7940
7941 0 7941
7942 0 7942
7945 0 7945
7948 0 7948
7951 0 7951
7952 0 7952
7954 0 7954
7957 0 7957
7958 0 7958
7960 0 7960
7961 0 7961
7962 0 7962
7963 0 7963
7964 0 7964
7965 0 7965
7966 0 7966
7967 0 7967
7971 0 7971
7972 0 7972
7975 0 7975
7976 0 7976
7977 0 7977
7978 0 7978
7979 0 7979
7980 0 7980
7981 0 7981
7982 0 7982
7984 0 7984
7987 0 7987
7990 0 7990
7993 0 7993
7996 0 7996
7999 0 7999
8002 0 8002
8005 0 8005
8008 0 8008
8009 0 8009
8010 0 8010
8011 0 8011
8013 0 8013
8014 0 8014
8017 0 8017
8020 0 8020
8021 0 8021
8022 0 8022
8023 0 8023
8024 0 8024
8026 0 8026
8027 0 8027
8028 0 8028
8029 0 8029
8032 0 8032
8033 0 8033
8035 0 8035
8038 0 8038
8041 0 8041
8042 0 8042
8044 0 8044
8047 0 8047
8050 0 8050
8051 0 8051
8053 0 8053
8056 0 8056
8058 0 8058
8059 0 8059
8060 0 8060
8062 0 8062
8063 0 8063
8065 0 8065
8068 0 8068
8071 0 8071
8074 0 8074
8075 0 8075
8076 0 8076
8077 0 8077
8078 0 8078
8080 0 8080
8083 0 8083
8084 0 8084
8086 0 8086
8087 0 8087
8089 0 8089
8092 0 8092
8093 0 8093
8095 0 8095
8098 0 8098
8101 0 8101
8104 0 8104
8107 0 8107
8108 0 8108
8110 0 8110
8111 0 8111
8113 0 8113
8116 0 8116
8119 0 8119
8120 0 8120
8122 0 8122
8125 0 8125
8128 0 8128
8129 0 8129
8130 0 8130
8131 0 8131
8133 0 8133
8134 0 8134
8137 0 8137
8139 0 8139
8140 0 8140
8141 0 8141
8143 0 8143
8144 0 8144
8145 0 8145
8146 0 8146
8149 0 8149
8152 0 8152
8155 0 8155
8156 0 8156
8158 0 8158
8161 0 8161
8164 0 8164
8165 0 8165
8167 0 8167
8170 0 8170
8173 0 8173
8174 0 8174
8176 0 8176
8179 0 8179
8182 0 8182
8185 0 8185
8188 0 8188
8191 0 8191
8192 0 8192
8194 0 8194
8197 0 8197
8200 0 8200
8203 0 8203
8204 0 8204
8206 0 8206
8209 0 8209
8210 0 8210
8212 0 8212
8214 0 8214
8215 0 8215
8216 0 8216
8218 0 8218
8221 0 8221
8222 0 8222
8224 0 8224
8225 0 8225
8227 0 8227
8230 0 8230
8231 0 8231
8233 0 8233
8234 0 8234
8236 0 8236
8237 0 8237
8238 0 8238
8239 0 8239
8242 0 8242
8245 0 8245
8246 0 8246
8247 0 8247
8248 0 8248
8251 0 8251
8252 0 8252
8254 0 8254
8255 0 8255
8256 0 8256
8257 0 8257
8258 0 8258
8259 0 8259
8260 0 8260
8261 0 8261
8262 0 8262
8264 0 8264
8265 0 8265
8266 0 8266
8269 0 8269
8270 0 8270
8271 0 8271
8272 0 8272
8273 0 8273
8274 0 8274
8275 0 8275
8276 0 8276
8277 0 8277
8278 0 8278
8279 0 8279
8280 0 8280
8281 0 8281
8282 0 8282
8283 0 8283
8284 0 8284
8285 0 8285
8286 0 8286
8287 0 8287
8288 0 8288
8289 0 8289
8290 0 8290
8291 0 8291
8292 0 8292
8293 0 8293
8295 0 8295
8296 0 8296
8297 0 8297
8298 0 8298
8300 0 8300
8301 0 8301
8302 0 8302
8307 0 8307
8308 0 8308
8309 0 8309
8310 0 8310
8311 0 8311
8313 0 8313
8315 0 8315
8322 0 8322
8324 0 8324
8331 0 8331
8334 0 8334
8336 0 8336
8337 0 8337
8338 0 8338
8339 0 8339
8343 0 8343
8344 0 8344
8345 0 8345
8346 0 8346
8347 0 8347
8348 0 8348
8349 0 8349
8350 0 8350
8351 0 8351
8356 0 8356
8357 0 8357
8358 0 8358
8359 0 8359
8360 0 8360
8365 0 8365
8369 0 8369
8371 0 8371
8374 0 8374
8375 0 8375
8376 0 8376
8379 0 8379
8380 0 8380
8381 0 8381
8382 0 8382
8383 0 8383
8384 0 8384
8386 0 8386
8387 0 8387
8388 0 8388
8389 0 8389
8392 0 8392
8393 0 8393
8394 0 8394
8395 0 8395
8396 0 8396
8397 0 8397
8398 0 8398
8399 0 8399
8400 0 8400
8401 0 8401
8403 0 8403
8404 0 8404
8405 0 8405
8406 0 8406
8407 0 8407
8409 0 8409
8410 0 8410
8411 0 8411
8412 0 8412
8413 0 8413
8414 0 8414
8415 0 8415
8416 0 8416
8417 0 8417
8418 0 8418
8419 0 8419
8420 0 8420
8422 0 8422
8425 0 8425
8426 0 8426
8427 0 8427
8428 0 8428
8429 0 8429
8431 0 8431
8432 0 8432
8433 0 8433
8434 0 8434
8435 0 8435
8437 0 8437
8439 0 8439
8440 0 8440
8441 0 8441
8442 0 8442
8443 0 8443
8446 0 8446
8447 0 8447
8448 0 8448
8449 0 8449
8450 0 8450
8451 0 8451
8452 0 8452
8453 0 8453
8454 0 8454
8455 0 8455
8456 0 8456
8457 0 8457
8458 0 8458
8459 0 8459
8460 0 8460
8461 0 8461
8462 0 8462
8463 0 8463
8464 0 8464
8465 0 8465
8466 0 8466
8467 0 8467
8468 0 8468
8469 0 8469
8470 0 8470
8471 0 8471
8472 0 8472
8473 0 8473
8474 0 8474
8475 0 8475
8476 0 8476
8477 0 8477
8478 0 8478
8479 0 8479
8480 0 8480
8481 0 8481
8483 0 8483
8484 0 8484
8485 0 8485
8487 0 8487
8488 0 8488
8489 0 8489
8490 0 8490
8491 0 8491
8492 0 8492
8494 0 8494
8495 0 8495
8496 0 8496
8497 0 8497
8498 0 8498
8501 0 8501
8502 0 8502
8503 0 8503
8504 0 8504
8506 0 8506
8507 0 8507
8508 0 8508
8509 0 8509
8511 0 8511
8512 0 8512
8513 0 8513
8514 0 8514
8515 0 8515
8516 0 8516
8517 0 8517
8518 0 8518
8519 0 8519
8520 0 8520
8521 0 8521
8522 0 8522
8523 0 8523
8524 0 8524
8525 0 8525
8527 0 8527
8530 0 8530
8531 0 8531
8532 0 8532
8533 0 8533
8536 0 8536
8537 0 8537
8538 0 8538
8539 0 8539
8540 0 8540
8541 0 8541
8542 0 8542
8544 0 8544
8545 0 8545
8547 0 8547
8548 0 8548
8551 0 8551
8552 0 8552
8553 0 8553
8554 0 8554
8555 0 8555
8556 0 8556
8557 0 8557
8558 0 8558
8559 0 8559
8562 0 8562
8563 0 8563
8565 0 8565
8566 0 8566
8567 0 8567
8568 0 8568
8572 0 8572
8573 0 8573
8574 0 8574
8575 0 8575
8576 0 8576
8577 0 8577
8578 0 8578
8580 0 8580
8581 0 8581
8582 0 8582
8583 0 8583
8584 0 8584
8587 0 8587
8588 0 8588
8589 0 8589
8590 0 8590
8591 0 8591
8592 0 8592
8593 0 8593
8594 0 8594
8595 0 8595
8596 0 8596
8597 0 8597
8598 0 8598
8599 0 8599
8600 0 8600
8601 0 8601
8602 0 8602
8603 0 8603
8604 0 8604
8605 0 8605
8607 0 8607
8608 0 8608
8609 0 8609
8610 0 8610
8611 0 8611
8613 0 8613
8614 0 8614
8615 0 8615
8616 0 8616
8617 0 8617
8618 0 8618
8619 0 8619
8621 0 8621
8622 0 8622
8623 0 8623
8625 0 8625
8626 0 8626
8628 0 8628
8631 0 8631
8632 0 8632
8633 0 8633
8634 0 8634
8635 0 8635
8636 0 8636
8637 0 8637
8638 0 8638
8639 0 8639
8640 0 8640
8641 0 8641
8642 0 8642
8643 0 8643
8645 0 8645
8646 0 8646
8648 0 8648
8649 0 8649
8650 0 8650
8651 0 8651
8652 0 8652
8653 0 8653
8654 0 8654
8655 0 8655
8656 0 8656
8657 0 8657
8658 0 8658
8659 0 8659
8661 0 8661
8664 0 8664
8666 0 8666
8667 0 8667
8668 0 8668
8669 0 8669
8670 0 8670
8671 0 8671
8673 0 8673
8674 0 8674
8675 0 8675
8676 0 8676
8677 0 8677
8679 0 8679
8680 0 8680
8681 0 8681
8682 0 8682
8683 0 8683
8684 0 8684
8685 0 8685
8686 0 8686
8688 0 8688
8689 0 8689
8691 0 8691
8694 0 8694
8696 0 8696
8697 0 8697
8698 0 8698
8699 0 8699
8700 0 8700
8701 0 8701
8702 0 8702
8703 0 8703
8704 0 8704
8705 0 8705
8706 0 8706
8708 0 8708
8709 0 8709
8710 0 8710
8711 0 8711
8712 0 8712
8713 0 8713
8714 0 8714
8715 0 8715
8718 0 8718
8720 0 8720
8721 0 8721
8723 0 8723
8724 0 8724
8725 0 8725
8727 0 8727
8730 0 8730
8733 0 8733
8734 0 8734
8736 0 8736
8737 0 8737
8738 0 8738
8739 0 8739
8740 0 8740
8742 0 8742
8743 0 8743
8744 0 8744
8745 0 8745
8748 0 8748
8749 0 8749
8750 0 8750
8751 0 8751
8752 0 8752
8754 0 8754
8756 0 8756
8757 0 8757
8760 0 8760
8761 0 8761
8762 0 8762
8763 0 8763
8764 0 8764
8765 0 8765
8766 0 8766
8767 0 8767
8768 0 8768
8769 0 8769
8770 0 8770
8772 0 8772
8773 0 8773
8774 0 8774
8775 0 8775
8776 0 8776
8778 0 8778
8779 0 8779
8781 0 8781
8783 0 8783
8784 0 8784
8785 0 8785
8786 0 8786
8787 0 8787
8788 0 8788
8790 0 8790
8793 0 8793
8794 0 8794
8796 0 8796
8799 0 8799
8802 0 8802
8803 0 8803
8805 0 8805
8808 0 8808
8811 0 8811
8812 0 8812
8813 0 8813
8814 0 8814
8817 0 8817
8818 0 8818
8820 0 8820
8821 0 8821
8823 0 8823
8824 0 8824
8825 0 8825
8827 0 8827
8829 0 8829
8830 0 8830
8832 0 8832
8833 0 8833
8835 0 8835
8836 0 8836
8837 0 8837
8838 0 8838
8839 0 8839
8840 0 8840
8841 0 8841
8842 0 8842
8843 0 8843
8844 0 8844
8846 0 8846
8847 0 8847
8848 0 8848
8850 0 8850
8851 0 8851
8852 0 8852
8853 0 8853
8854 0 8854
8855 0 8855
8856 0 8856
8857 0 8857
8859 0 8859
8860 0 8860
8861 0 8861
8862 0 8862
8863 0 8863
8864 0 8864
8865 0 8865
8866 0 8866
8867 0 8867
8868 0 8868
8869 0 8869
8870 0 8870
8871 0 8871
8872 0 8872
8874 0 8874
8875 0 8875
8877 0 8877
8878 0 8878
8879 0 8879
8880 0 8880
8881 0 8881
8882 0 8882
8883 0 8883
8884 0 8884
8886 0 8886
8887 0 8887
8888 0 8888
8889 0 8889
8894 0 8894
8895 0 8895
8896 0 8896
8897 0 8897
8898 0 8898
8901 0 8901
8902 0 8902
8904 0 8904
8905 0 8905
8906 0 8906
8907 0 8907
8908 0 8908
8910 0 8910
8911 0 8911
8913 0 8913
8916 0 8916
8918 0 8918
8919 0 8919
8920 0 8920
8921 0 8921
8922 0 8922
8923 0 8923
8925 0 8925
8928 0 8928
8929 0 8929
8930 0 8930
8931 0 8931
8932 0 8932
8933 0 8933
8934 0 8934
8935 0 8935
8936 0 8936
8937 0 8937
8938 0 8938
8939 0 8939
8940 0 8940
8941 0 8941
8943 0 8943
8944 0 8944
8945 0 8945
8946 0 8946
8947 0 8947
8950 0 8950
8951 0 8951
8952 0 8952
8953 0 8953
8954 0 8954
8955 0 8955
8958 0 8958
8959 0 8959
8960 0 8960
8961 0 8961
8962 0 8962
8963 0 8963
8964 0 8964
8965 0 8965
8966 0 8966
8967 0 8967
8968 0 8968
8969 0 8969
8970 0 8970
8972 0 8972
8973 0 8973
8974 0 8974
8975 0 8975
8976 0 8976
8977 0 8977
8978 0 8978
8979 0 8979
8981 0 8981
8982 0 8982
8985 0 8985
8986 0 8986
8987 0 8987
8988 0 8988
8989 0 8989
8990 0 8990
8991 0 8991
8992 0 8992
8993 0 8993
8994 0 8994
8995 0 8995
8997 0 8997
8998 0 8998
8999 0 8999
9000 0 9000
9003 0 9003
9004 0 9004
9005 0 9005
9006 0 9006
9007 0 9007
9008 0 9008
9009 0 9009
9010 0 9010
9011 0 9011
9012 0 9012
9015 0 9015
9016 0 9016
9017 0 9017
9018 0 9018
9020 0 9020
9021 0 9021
9022 0 9022
9024 0 9024
9025 0 9025
9026 0 9026
9027 0 9027
9028 0 9028
9029 0 9029
9030 0 9030
9031 0 9031
9033 0 9033
9036 0 9036
9037 0 9037
9038 0 9038
9039 0 9039
9041 0 9041
9042 0 9042
9043 0 9043
9045 0 9045
9046 0 9046
9047 0 9047
9048 0 9048
9051 0 9051
9052 0 9052
9053 0 9053
9054 0 9054
9055 0 9055
9056 0 9056
9057 0 9057
9058 0 9058
9059 0 9059
9060 0 9060
9061 0 9061
9063 0 9063
9064 0 9064
9065 0 9065
9066 0 9066
9067 0 9067
9068 0 9068
9069 0 9069
9070 0 9070
9071 0 9071
9072 0 9072
9073 0 9073
9074 0 9074
9075 0 9075
9076 0 9076
9077 0 9077
9078 0 9078
9079 0 9079
9080 0 9080
9081 0 9081
9083 0 9083
9084 0 9084
9085 0 9085
9086 0 9086
9087 0 9087
9088 0 9088
9089 0 9089
9090 0 9090
9091 0 9091
9092 0 9092
9093 0 9093
9094 0 9094
9095 0 9095
9096 0 9096
9097 0 9097
9098 0 9098
9099 0 9099
9100 0 9100
9101 0 9101
9102 0 9102
9103 0 9103
9104 0 9104
9105 0 9105
9106 0 9106
9107 0 9107
9108 0 9108
9109 0 9109
9110 0 9110
9111 0 9111
9112 0 9112
9114 0 9114
9115 0 9115
9116 0 9116
9117 0 9117
9118 0 9118
9119 0 9119
9120 0 9120
9121 0 9121
9123 0 9123
9124 0 9124
9125 0 9125
9126 0 9126
9127 0 9127
9128 0 9128
9129 0 9129
9130 0 9130
9132 0 9132
9133 0 9133
9135 0 9135
9136 0 9136
9137 0 9137
9138 0 9138
9139 0 9139
9140 0 9140
9141 0 9141
9142 0 9142
9143 0 9143
9144 0 9144
9145 0 9145
9147 0 9147
9148 0 9148
9149 0 9149
9150 0 9150
9151 0 9151
9152 0 9152
9153 0 9153
9156 0 9156
9157 0 9157
9159 0 9159
9160 0 9160
9161 0 9161
9162 0 9162
9163 0 9163
9164 0 9164
9165 0 9165
9167 0 9167
9168 0 9168
9174 0 9174
9175 0 9175
9176 0 9176
9177 0 9177
9178 0 9178
9179 0 9179
9180 0 9180
9181 0 9181
9182 0 9182
9183 0 9183
9185 0 9185
9186 0 9186
9187 0 9187
9188 0 9188
9189 0 9189
9190 0 9190
9192 0 9192
9193 0 9193
9194 0 9194
9195 0 9195
9196 0 9196
9197 0 9197
9198 0 9198
9200 0 9200
9201 0 9201
9202 0 9202
9204 0 9204
9205 0 9205
9210 0 9210
9211 0 9211
9212 0 9212
9214 0 9214
9215 0 9215
9218 0 9218
9219 0 9219
9220 0 9220
9221 0 9221
9224 0 9224
9225 0 9225
9228 0 9228
9230 0 9230
9233 0 9233
9234 0 9234
9235 0 9235
9236 0 9236
9240 0 9240
9242 0 9242
9243 0 9243
9245 0 9245
9248 0 9248
9251 0 9251
9254 0 9254
9256 0 9256
9257 0 9257
9258 0 9258
9260 0 9260
9261 0 9261
9262 0 9262
9263 0 9263
9265 0 9265
9266 0 9266
9269 0 9269
9270 0 9270
9272 0 9272
9275 0 9275
9276 0 9276
9277 0 9277
9278 0 9278
9282 0 9282
9284 0 9284
9285 0 9285
9286 0 9286
9287 0 9287
9288 0 9288
9290 0 9290
9293 0 9293
9294 0 9294
9296 0 9296
9297 0 9297
9299 0 9299
9300 0 9300
9301 0 9301
9302 0 9302
9303 0 9303
9304 0 9304
9305 0 9305
9308 0 9308
9309 0 9309
9310 0 9310
9311 0 9311
9313 0 9313
9314 0 9314
9315 0 9315
9316 0 9316
9317 0 9317
9318 0 9318
9320 0 9320
9321 0 9321
9323 0 9323
9324 0 9324
9325 0 9325
9326 0 9326
9327 0 9327
9328 0 9328
9329 0 9329
9331 0 9331
9332 0 9332
9333 0 9333
9335 0 9335
9336 0 9336
9337 0 9337
9338 0 9338
9339 0 9339
9341 0 9341
9342 0 9342
9344 0 9344
9345 0 9345
9347 0 9347
9348 0 9348
9350 0 9350
9352 0 9352
9353 0 9353
9355 0 9355
9356 0 9356
9357 0 9357
9359 0 9359
9360 0 9360
9362 0 9362
9365 0 9365
9366 0 9366
9367 0 9367
9368 0 9368
9370 0 9370
9371 0 9371
9374 0 9374
9377 0 9377
9379 0 9379
9380 0 9380
9383 0 9383
9386 0 9386
9387 0 9387
9388 0 9388
9389 0 9389
9391 0 9391
9392 0 9392
9395 0 9395
9398 0 9398
9399 0 9399
9401 0 9401
9404 0 9404
9407 0 9407
9410 0 9410
9413 0 9413
9414 0 9414
9419 0 9419
9422 0 9422
9423 0 9423
9424 0 9424
9425 0 9425
9426 0 9426
9428 0 9428
9429 0 9429
9431 0 9431
9433 0 9433
9434 0 9434
9437 0 9437
9438 0 9438
9440 0 9440
9443 0 9443
9444 0 9444
9445 0 9445
9446 0 9446
9448 0 9448
9449 0 9449
9452 0 9452
9455 0 9455
9456 0 9456
9458 0 9458
9459 0 9459
9461 0 9461
9462 0 9462
9464 0 9464
9467 0 9467
9468 0 9468
9469 0 9469
9470 0 9470
9473 0 9473
9476 0 9476
9477 0 9477
9478 0 9478
9479 0 9479
9480 0 9480
9482 0 9482
9488 0 9488
9489 0 9489
9490 0 9490
9491 0 9491
9493 0 9493
9494 0 9494
9495 0 9495
9497 0 9497
9498 0 9498
9500 0 9500
9503 0 9503
9506 0 9506
9509 0 9509
9512 0 9512
9514 0 9514
9515 0 9515
9518 0 9518
9519 0 9519
9521 0 9521
9524 0 9524
9525 0 9525
9527 0 9527
9530 0 9530
9531 0 9531
9532 0 9532
9533 0 9533
9535 0 9535
9536 0 9536
9539 0 9539
9540 0 9540
9541 0 9541
9542 0 9542
9545 0 9545
9548 0 9548
9549 0 9549
9550 0 9550
9554 0 9554
9555 0 9555
9557 0 9557
9559 0 9559
9563 0 9563
9566 0 9566
9569 0 9569
9571 0 9571
9572 0 9572
9573 0 9573
9575 0 9575
9577 0 9577
9578 0 9578
9579 0 9579
9580 0 9580
9581 0 9581
9584 0 9584
9585 0 9585
9587 0 9587
9588 0 9588
9590 0 9590
9591 0 9591
9592 0 9592
9593 0 9593
9596 0 9596
9599 0 9599
9601 0 9601
9602 0 9602
9604 0 9604
9605 0 9605
9608 0 9608
9611 0 9611
9612 0 9612
9614 0 9614
9615 0 9615
9616 0 9616
9617 0 9617
9620 0 9620
9621 0 9621
9623 0 9623
9626 0 9626
9629 0 9629
9630 0 9630
9631 0 9631
9632 0 9632
9633 0 9633
9635 0 9635
9636 0 9636
9638 0 9638
9641 0 9641
9644 0 9644
9647 0 9647
9650 0 9650
9652 0 9652
9653 0 9653
9654 0 9654
9655 0 9655
9656 0 9656
9657 0 9657
9658 0 9658
9660 0 9660
9661 0 9661
9662 0 9662
9663 0 9663
9664 0 9664
9667 0 9667
9668 0 9668
9670 0 9670
9671 0 9671
9673 0 9673
9674 0 9674
9676 0 9676
9677 0 9677
9679 0 9679
9681 0 9681
9682 0 9682
9683 0 9683
9685 0 9685
9686 0 9686
9689 0 9689
9692 0 9692
9693 0 9693
9695 0 9695
9696 0 9696
9698 0 9698
9699 0 9699
9701 0 9701
9704 0 9704
9705 0 9705
9706 0 9706
9707 0 9707
9708 0 9708
9711 0 9711
9713 0 9713
9716 0 9716
9717 0 9717
9719 0 9719
9722 0 9722
9725 0 9725
9727 0 9727
9728 0 9728
9729 0 9729
9731 0 9731
9732 0 9732
9734 0 9734
9737 0 9737
9738 0 9738
9739 0 9739
9740 0 9740
9742 0 9742
9744 0 9744
9746 0 9746
9747 0 9747
9749 0 9749
9750 0 9750
9752 0 9752
9753 0 9753
9754 0 9754
9755 0 9755
9756 0 9756
9758 0 9758
9759 0 9759
9761 0 9761
9764 0 9764
9765 0 9765
9767 0 9767
9770 0 9770
9773 0 9773
9776 0 9776
9777 0 9777
9779 0 9779
9780 0 9780
9782 0 9782
9785 0 9785
9788 0 9788
9792 0 9792
9794 0 9794
9797 0 9797
9800 0 9800
9801 0 9801
9802 0 9802
9803 0 9803
9804 0 9804
9806 0 9806
9809 0 9809
9810 0 9810
9812 0 9812
9813 0 9813
9815 0 9815
9818 0 9818
9821 0 9821
9822 0 9822
9824 0 9824
9827 0 9827
9828 0 9828
9829 0 9829
9830 0 9830
9831 0 9831
9833 0 9833
9834 0 9834
9836 0 9836
9839 0 9839
9840 0 9840
9843 0 9843
9844 0 9844
9845 0 9845
9846 0 9846
9848 0 9848
9851 0 9851
9852 0 9852
9854 0 9854
9855 0 9855
9856 0 9856
9857 0 9857
9860 0 9860
9861 0 9861
9862 0 9862
9863 0 9863
9865 0 9865
9866 0 9866
9868 0 9868
9869 0 9869
9872 0 9872
9873 0 9873
9875 0 9875
9877 0 9877
9878 0 9878
9880 0 9880
9881 0 9881
9882 0 9882
9884 0 9884
9887 0 9887
9891 0 9891
9893 0 9893
9894 0 9894
9896 0 9896
9899 0 9899
9902 0 9902
9903 0 9903
9905 0 9905
9908 0 9908
9909 0 9909
9911 0 9911
9912 0 9912
9914 0 9914
9917 0 9917
9920 0 9920
9921 0 9921
9922 0 9922
9923 0 9923
9924 0 9924
9926 0 9926
9929 0 9929
9932 0 9932
9935 0 9935
9938 0 9938
9941 0 9941
9944 0 9944
9947 0 9947
9948 0 9948
9949 0 9949
9950 0 9950
9951 0 9951
9953 0 9953
9954 0 9954
9956 0 9956
9957 0 9957
9958 0 9958
9959 0 9959
9962 0 9962
9963 0 9963
9965 0 9965
9966 0 9966
9968 0 9968
9970 0 9970
9971 0 9971
9972 0 9972
9974 0 9974
9977 0 9977
9978 0 9978
9980 0 9980
9981 0 9981
9983 0 9983
9985 0 9985
9986 0 9986
9987 0 9987
9989 0 9989
9991 0 9991
9992 0 9992
9994 0 9994
9995 0 9995
9996 0 9996
9997 0 9997
10003 0 10003
10005 0 10005
10006 0 10006
10007 0 10007
10013 0 10013
10015 0 10015
10017 0 10017
10018 0 10018
10020 0 10020
10025 0 10025
10026 0 10026
10027 0 10027
10029 0 10029
10030 0 10030
10031 0 10031
10032 0 10032
10034 0 10034
10039 0 10039
10040 0 10040
10041 0 10041
10042 0 10042
10043 0 10043
10044 0 10044
10045 0 10045
10046 0 10046
10049 0 10049
10051 0 10051
10053 0 10053
10055 0 10055
10057 0 10057
10065 0 10065
10069 0 10069
10070 0 10070
10071 0 10071
10076 0 10076
10077 0 10077
10079 0 10079
10080 0 10080
10081 0 10081
10083 0 10083
10084 0 10084
10086 0 10086
10088 0 10088
10089 0 10089
10091 0 10091
10092 0 10092
10094 0 10094
10095 0 10095
10097 0 10097
10098 0 10098
10100 0 10100
10101 0 10101
10103 0 10103
10104 0 10104
10105 0 10105
10107 0 10107
10109 0 10109
10111 0 10111
10112 0 10112
10113 0 10113
10114 0 10114
10115 0 10115
10117 0 10117
10118 0 10118
10124 0 10124
10127 0 10127
10128 0 10128
10130 0 10130
10132 0 10132
10133 0 10133
10136 0 10136
10142 0 10142
10143 0 10143
10149 0 10149
10151 0 10151
10154 0 10154
10157 0 10157
10158 0 10158
10159 0 10159
10160 0 10160
10163 0 10163
10166 0 10166
10169 0 10169
10172 0 10172
10178 0 10178
10181 0 10181
10184 0 10184
10187 0 10187
10188 0 10188
10190 0 10190
10191 0 10191
10192 0 10192
10193 0 10193
10194 0 10194
10196 0 10196
10197 0 10197
10199 0 10199
10202 0 10202
10203 0 10203
10205 0 10205
10208 0 10208
10211 0 10211
10214 0 10214
10216 0 10216
10217 0 10217
10220 0 10220
10223 0 10223
10226 0 10226
10227 0 10227
10229 0 10229
10232 0 10232
10235 0 10235
10236 0 10236
10237 0 10237
10238 0 10238
10241 0 10241
10244 0 10244
10245 0 10245
10247 0 10247
10248 0 10248
10250 0 10250
10253 0 10253
10256 0 10256
10257 0 10257
10262 0 10262
10265 0 10265
10268 0 10268
10271 0 10271
10274 0 10274
10275 0 10275
10277 0 10277
10280 0 10280
10281 0 10281
10283 0 10283
10286 0 10286
10289 0 10289
10292 0 10292
10293 0 10293
10294 0 10294
10295 0 10295
10298 0 10298
10301 0 10301
10302 0 10302
10303 0 10303
10304 0 10304
10306 0 10306
10307 0 10307
10308 0 10308
10309 0 10309
10310 0 10310
10313 0 10313
10314 0 10314
10316 0 10316
10317 0 10317
10319 0 10319
10320 0 10320
10321 0 10321
10322 0 10322
10323 0 10323
10324 0 10324
10325 0 10325
10326 0 10326
10327 0 10327
10328 0 10328
10331 0 10331
10334 0 10334
10335 0 10335
10336 0 10336
10337 0 10337
10338 0 10338
10340 0 10340
10343 0 10343
10344 0 10344
10345 0 10345
10346 0 10346
10348 0 10348
10349 0 10349
10350 0 10350
10352 0 10352
10355 0 10355
10356 0 10356
10358 0 10358
10361 0 10361
10362 0 10362
10364 0 10364
10365 0 10365
